broker_id,broker_name,broker_created_date,corporation_id,corporation_name,corporation_comments,client_id,client_name,client_address,transaction_id,transaction_date,investment_amount
15,Global Investments Group 15,2021-06-23,389,SoftSystems Corp 89,Risk profile: High,815,Investor P15,"601 Financial Way, Tower 4",13097,2025-02-19,8616.93
46,Wall Street Assets Group 46,2011-06-11,324,BioGen Corp 24,Risk profile: Low,819,Investor T19,"238 Financial Way, Tower 3",13098,2025-12-09,24524.74
90,Global Investments Group 90,2015-10-15,364,RetailFlow Corp 64,Risk profile: Medium,801,Investor B1,"567 Financial Way, Tower 4",13099,2025-03-12,11972.1
86,Wall Street Assets Group 86,1998-09-15,336,BioGen Corp 36,Risk profile: High,820,Investor U20,"934 Financial Way, Tower 4",13100,2025-01-24,24949.13
75,Global Investments Group 75,2021-05-06,354,TechLogix Corp 54,Risk profile: High,828,Investor C28,"610 Financial Way, Tower 3",13101,2025-03-06,46652.22
54,Wall Street Assets Group 54,2007-09-13,308,HeavyIndustries Corp 8,Risk profile: Medium,820,Investor U20,"934 Financial Way, Tower 4",13102,2025-05-15,5114.27
71,Global Investments Group 71,1996-10-09,342,RetailFlow Corp 42,Risk profile: High,825,Investor Z25,"280 Financial Way, Tower 5",13103,2025-11-04,41768.42
17,Wall Street Assets Group 17,1990-07-18,353,TechLogix Corp 53,Risk profile: Low,858,Investor G58,"582 Financial Way, Tower 3",13104,2025-12-09,40829.77
17,Wall Street Assets Group 17,1990-07-18,353,TechLogix Corp 53,Risk profile: Low,846,Investor U46,"615 Financial Way, Tower 1",13105,2025-10-14,1753.32
95,Prime Brokers Group 95,2008-02-11,328,BioGen Corp 28,Risk profile: Medium,829,Investor D29,"64 Financial Way, Tower 2",13106,2025-10-16,33223.88
26,Prime Brokers Group 26,2013-08-06,303,GreenEnergy Corp 3,Risk profile: Low,819,Investor T19,"238 Financial Way, Tower 3",13107,2025-11-09,24651.15
59,Nordic Capital Group 59,2003-06-19,393,BioGen Corp 93,Risk profile: High,846,Investor U46,"615 Financial Way, Tower 1",13108,2025-05-15,28463.93
20,Apex Securities Group 20,2010-12-24,384,RetailFlow Corp 84,Risk profile: Low,850,Investor Y50,"791 Financial Way, Tower 5",13109,2025-05-11,29110.05
64,Prime Brokers Group 64,2012-01-07,340,BioGen Corp 40,Risk profile: High,857,Investor F57,"793 Financial Way, Tower 3",13110,2025-05-04,14796.09
19,Global Investments Group 19,2021-03-28,338,BioGen Corp 38,Risk profile: Medium,865,Investor N65,"277 Financial Way, Tower 2",13111,2025-02-27,24258.28
34,Prime Brokers Group 34,2010-08-31,313,RetailFlow Corp 13,Risk profile: Low,837,Investor L37,"696 Financial Way, Tower 5",13112,2025-12-11,20738.55
31,Apex Securities Group 31,2010-02-25,351,TechLogix Corp 51,Risk profile: High,834,Investor I34,"270 Financial Way, Tower 5",13113,2025-12-08,7538.89
56,Nordic Capital Group 56,1992-07-12,335,BioGen Corp 35,Risk profile: High,875,Investor X75,"790 Financial Way, Tower 5",13114,2025-04-26,14931.38
34,Prime Brokers Group 34,2010-08-31,313,RetailFlow Corp 13,Risk profile: Low,880,Investor C80,"257 Financial Way, Tower 2",13115,2025-09-05,20501.92
31,Apex Securities Group 31,2010-02-25,351,TechLogix Corp 51,Risk profile: High,849,Investor X49,"507 Financial Way, Tower 2",13116,2025-07-20,46656.52
11,Prime Brokers Group 11,2011-08-27,326,HeavyIndustries Corp 26,Risk profile: High,820,Investor U20,"934 Financial Way, Tower 4",13117,2025-09-08,39945.03
88,Wall Street Assets Group 88,2015-02-21,377,SoftSystems Corp 77,Risk profile: Low,837,Investor L37,"696 Financial Way, Tower 5",13118,2025-12-30,16335.66
29,Prime Brokers Group 29,2018-01-22,396,TechLogix Corp 96,Risk profile: Medium,812,Investor M12,"978 Financial Way, Tower 2",13119,2025-03-23,36400.09
28,Global Investments Group 28,2001-07-07,399,HeavyIndustries Corp 99,Risk profile: Medium,832,Investor G32,"517 Financial Way, Tower 3",13120,2025-03-15,36164.89
48,Prime Brokers Group 48,2020-02-03,331,RetailFlow Corp 31,Risk profile: Medium,816,Investor Q16,"710 Financial Way, Tower 1",13121,2025-05-07,12951.4
70,Apex Securities Group 70,2017-03-01,357,BioGen Corp 57,Risk profile: High,885,Investor H85,"847 Financial Way, Tower 2",13122,2025-05-26,3978.13
50,Apex Securities Group 50,2014-10-01,372,HeavyIndustries Corp 72,Risk profile: Medium,851,Investor Z51,"521 Financial Way, Tower 2",13123,2025-10-31,43788.45
29,Prime Brokers Group 29,2018-01-22,367,SoftSystems Corp 67,Risk profile: Low,884,Investor G84,"148 Financial Way, Tower 5",13124,2025-03-25,48635.86
31,Apex Securities Group 31,2010-02-25,312,SoftSystems Corp 12,Risk profile: Medium,849,Investor X49,"507 Financial Way, Tower 2",13125,2025-08-02,5480.66
34,Prime Brokers Group 34,2010-08-31,313,RetailFlow Corp 13,Risk profile: Low,887,Investor J87,"772 Financial Way, Tower 3",13126,2025-07-28,49900.01
86,Wall Street Assets Group 86,1998-09-15,336,BioGen Corp 36,Risk profile: High,849,Investor X49,"507 Financial Way, Tower 2",13127,2025-10-11,29263.55
70,Apex Securities Group 70,2017-03-01,366,BioGen Corp 66,Risk profile: High,879,Investor B79,"945 Financial Way, Tower 2",13128,2025-01-10,5189.29
83,Prime Brokers Group 83,1994-07-24,361,RetailFlow Corp 61,Risk profile: Low,817,Investor R17,"509 Financial Way, Tower 3",13129,2025-08-28,38025.89
33,Wall Street Assets Group 33,2022-06-10,386,TechLogix Corp 86,Risk profile: High,854,Investor C54,"594 Financial Way, Tower 5",13130,2025-09-11,19987.27
40,Global Investments Group 40,2006-11-23,378,RetailFlow Corp 78,Risk profile: Low,868,Investor Q68,"871 Financial Way, Tower 1",13131,2025-04-20,23122.46
93,Nordic Capital Group 93,2007-11-07,352,RetailFlow Corp 52,Risk profile: Medium,894,Investor Q94,"791 Financial Way, Tower 3",13132,2025-10-10,7069.14
2,Prime Brokers Group 2,2013-04-06,379,SoftSystems Corp 79,Risk profile: Medium,844,Investor S44,"760 Financial Way, Tower 4",13133,2025-11-19,46414.95
34,Prime Brokers Group 34,2010-08-31,313,RetailFlow Corp 13,Risk profile: Low,885,Investor H85,"847 Financial Way, Tower 2",13134,2025-12-25,32663.24
75,Global Investments Group 75,2021-05-06,354,TechLogix Corp 54,Risk profile: High,818,Investor S18,"28 Financial Way, Tower 5",13135,2025-05-13,38465.48
82,Wall Street Assets Group 82,2001-06-13,323,SoftSystems Corp 23,Risk profile: Medium,818,Investor S18,"28 Financial Way, Tower 5",13136,2025-06-12,3002.77
31,Apex Securities Group 31,2010-02-25,351,TechLogix Corp 51,Risk profile: High,894,Investor Q94,"791 Financial Way, Tower 3",13137,2025-05-02,2477.79
62,Apex Securities Group 62,2002-09-27,382,RetailFlow Corp 82,Risk profile: High,834,Investor I34,"270 Financial Way, Tower 5",13138,2025-11-15,37225.14
24,Nordic Capital Group 24,1999-03-14,305,TechLogix Corp 5,Risk profile: Low,860,Investor I60,"833 Financial Way, Tower 4",13139,2025-06-05,14095.67
41,Wall Street Assets Group 41,1999-01-03,381,SoftSystems Corp 81,Risk profile: Medium,820,Investor U20,"934 Financial Way, Tower 4",13140,2025-11-30,43081.15
86,Wall Street Assets Group 86,1998-09-15,332,HeavyIndustries Corp 32,Risk profile: Medium,835,Investor J35,"539 Financial Way, Tower 5",13141,2025-05-29,6372.77
59,Nordic Capital Group 59,2003-06-19,393,BioGen Corp 93,Risk profile: High,862,Investor K62,"7 Financial Way, Tower 1",13142,2025-03-03,8630.2
24,Nordic Capital Group 24,1999-03-14,369,RetailFlow Corp 69,Risk profile: High,848,Investor W48,"369 Financial Way, Tower 1",13143,2025-06-30,43498.18
12,Prime Brokers Group 12,1998-04-07,318,GreenEnergy Corp 18,Risk profile: Low,864,Investor M64,"892 Financial Way, Tower 2",13144,2025-09-28,45829.89
18,Nordic Capital Group 18,2019-04-07,359,HeavyIndustries Corp 59,Risk profile: Low,848,Investor W48,"369 Financial Way, Tower 1",13145,2025-08-30,32647.62
95,Prime Brokers Group 95,2008-02-11,328,BioGen Corp 28,Risk profile: Medium,884,Investor G84,"148 Financial Way, Tower 5",13146,2025-06-02,37547.45
3,Prime Brokers Group 3,1997-07-28,330,SoftSystems Corp 30,Risk profile: High,820,Investor U20,"934 Financial Way, Tower 4",13147,2025-05-27,11504.4
29,Prime Brokers Group 29,2018-01-22,367,SoftSystems Corp 67,Risk profile: Low,823,Investor X23,"876 Financial Way, Tower 4",13148,2025-02-20,23088.61
72,Prime Brokers Group 72,1992-10-04,376,TechLogix Corp 76,Risk profile: High,811,Investor L11,"165 Financial Way, Tower 1",13149,2025-02-03,32501.85
24,Nordic Capital Group 24,1999-03-14,305,TechLogix Corp 5,Risk profile: Low,874,Investor W74,"173 Financial Way, Tower 1",13150,2025-03-16,41975.02
65,Prime Brokers Group 65,2001-12-16,346,RetailFlow Corp 46,Risk profile: Low,862,Investor K62,"7 Financial Way, Tower 1",13151,2025-03-11,2401.18
41,Wall Street Assets Group 41,1999-01-03,374,GreenEnergy Corp 74,Risk profile: High,811,Investor L11,"165 Financial Way, Tower 1",13152,2025-05-31,4590.28
86,Wall Street Assets Group 86,1998-09-15,336,BioGen Corp 36,Risk profile: High,880,Investor C80,"257 Financial Way, Tower 2",13153,2025-06-08,20643.36
26,Prime Brokers Group 26,2013-08-06,304,BioGen Corp 4,Risk profile: Medium,822,Investor W22,"451 Financial Way, Tower 5",13154,2025-01-28,5991.31
83,Prime Brokers Group 83,1994-07-24,361,RetailFlow Corp 61,Risk profile: Low,802,Investor C2,"242 Financial Way, Tower 2",13155,2025-12-28,49767.16
24,Nordic Capital Group 24,1999-03-14,388,RetailFlow Corp 88,Risk profile: Medium,884,Investor G84,"148 Financial Way, Tower 5",13156,2025-06-27,15905.85
42,Apex Securities Group 42,2022-05-01,394,SoftSystems Corp 94,Risk profile: High,868,Investor Q68,"871 Financial Way, Tower 1",13157,2025-06-26,24044.07
65,Prime Brokers Group 65,2001-12-16,346,RetailFlow Corp 46,Risk profile: Low,853,Investor B53,"962 Financial Way, Tower 2",13158,2025-11-22,45351.8
68,Nordic Capital Group 68,1991-08-04,321,RetailFlow Corp 21,Risk profile: High,820,Investor U20,"934 Financial Way, Tower 4",13159,2025-01-04,41973.34
41,Wall Street Assets Group 41,1999-01-03,307,GreenEnergy Corp 7,Risk profile: Low,886,Investor I86,"513 Financial Way, Tower 1",13160,2025-09-18,13517.35
20,Apex Securities Group 20,2010-12-24,302,RetailFlow Corp 2,Risk profile: High,860,Investor I60,"833 Financial Way, Tower 4",13161,2025-10-31,16237.92
65,Prime Brokers Group 65,2001-12-16,306,TechLogix Corp 6,Risk profile: Medium,891,Investor N91,"383 Financial Way, Tower 4",13162,2025-04-17,19848.21
2,Prime Brokers Group 2,2013-04-06,322,SoftSystems Corp 22,Risk profile: Low,818,Investor S18,"28 Financial Way, Tower 5",13163,2025-01-20,25926.43
46,Wall Street Assets Group 46,2011-06-11,310,GreenEnergy Corp 10,Risk profile: Medium,846,Investor U46,"615 Financial Way, Tower 1",13164,2025-09-24,18826.01
93,Nordic Capital Group 93,2007-11-07,385,SoftSystems Corp 85,Risk profile: High,843,Investor R43,"231 Financial Way, Tower 2",13165,2025-06-26,36608.69
3,Prime Brokers Group 3,1997-07-28,330,SoftSystems Corp 30,Risk profile: High,870,Investor S70,"271 Financial Way, Tower 5",13166,2025-05-23,4489.22
56,Nordic Capital Group 56,1992-07-12,335,BioGen Corp 35,Risk profile: High,900,Investor W100,"386 Financial Way, Tower 1",13167,2025-11-15,23760.48
54,Wall Street Assets Group 54,2007-09-13,301,GreenEnergy Corp 1,Risk profile: High,856,Investor E56,"818 Financial Way, Tower 4",13168,2025-10-01,40683.08
54,Wall Street Assets Group 54,2007-09-13,308,HeavyIndustries Corp 8,Risk profile: Medium,820,Investor U20,"934 Financial Way, Tower 4",13169,2025-03-12,49519.16
20,Apex Securities Group 20,2010-12-24,302,RetailFlow Corp 2,Risk profile: High,849,Investor X49,"507 Financial Way, Tower 2",13170,2025-12-11,12215.21
20,Apex Securities Group 20,2010-12-24,302,RetailFlow Corp 2,Risk profile: High,898,Investor U98,"971 Financial Way, Tower 3",13171,2025-07-14,18897.41
69,Global Investments Group 69,2002-01-05,370,BioGen Corp 70,Risk profile: Medium,881,Investor D81,"498 Financial Way, Tower 2",13172,2025-09-01,6053.89
89,Global Investments Group 89,1992-06-08,400,GreenEnergy Corp 100,Risk profile: Medium,869,Investor R69,"718 Financial Way, Tower 2",13173,2025-05-09,33406.36
31,Apex Securities Group 31,2010-02-25,312,SoftSystems Corp 12,Risk profile: Medium,868,Investor Q68,"871 Financial Way, Tower 1",13174,2025-09-05,23884.17
90,Global Investments Group 90,2015-10-15,364,RetailFlow Corp 64,Risk profile: Medium,816,Investor Q16,"710 Financial Way, Tower 1",13175,2025-08-04,34593.43
18,Nordic Capital Group 18,2019-04-07,359,HeavyIndustries Corp 59,Risk profile: Low,827,Investor B27,"316 Financial Way, Tower 3",13176,2025-12-06,12127.7
18,Nordic Capital Group 18,2019-04-07,359,HeavyIndustries Corp 59,Risk profile: Low,815,Investor P15,"601 Financial Way, Tower 4",13177,2025-03-31,33103.95
41,Wall Street Assets Group 41,1999-01-03,307,GreenEnergy Corp 7,Risk profile: Low,806,Investor G6,"798 Financial Way, Tower 1",13178,2025-10-10,20271.16
56,Nordic Capital Group 56,1992-07-12,335,BioGen Corp 35,Risk profile: High,822,Investor W22,"451 Financial Way, Tower 5",13179,2025-07-29,26028.45
29,Prime Brokers Group 29,2018-01-22,367,SoftSystems Corp 67,Risk profile: Low,838,Investor M38,"276 Financial Way, Tower 2",13180,2025-07-02,9861.49
87,Wall Street Assets Group 87,2021-11-29,371,GreenEnergy Corp 71,Risk profile: High,803,Investor D3,"148 Financial Way, Tower 4",13181,2025-06-28,34317.43
64,Prime Brokers Group 64,2012-01-07,344,SoftSystems Corp 44,Risk profile: Low,855,Investor D55,"647 Financial Way, Tower 4",13182,2025-10-09,4909.78
62,Apex Securities Group 62,2002-09-27,362,BioGen Corp 62,Risk profile: Medium,863,Investor L63,"487 Financial Way, Tower 4",13183,2025-08-15,35650.01
99,Prime Brokers Group 99,1998-11-02,395,HeavyIndustries Corp 95,Risk profile: Low,898,Investor U98,"971 Financial Way, Tower 3",13184,2025-09-15,15482.01
99,Prime Brokers Group 99,1998-11-02,395,HeavyIndustries Corp 95,Risk profile: Low,853,Investor B53,"962 Financial Way, Tower 2",13185,2025-09-08,22812.78
18,Nordic Capital Group 18,2019-04-07,316,TechLogix Corp 16,Risk profile: High,812,Investor M12,"978 Financial Way, Tower 2",13186,2025-05-08,7987.42
26,Prime Brokers Group 26,2013-08-06,304,BioGen Corp 4,Risk profile: Medium,816,Investor Q16,"710 Financial Way, Tower 1",13187,2025-11-08,21605.77
83,Prime Brokers Group 83,1994-07-24,361,RetailFlow Corp 61,Risk profile: Low,836,Investor K36,"263 Financial Way, Tower 3",13188,2025-11-14,17035.36
26,Prime Brokers Group 26,2013-08-06,304,BioGen Corp 4,Risk profile: Medium,821,Investor V21,"32 Financial Way, Tower 4",13189,2025-04-23,43547.64
49,Prime Brokers Group 49,2003-10-05,387,BioGen Corp 87,Risk profile: Medium,866,Investor O66,"796 Financial Way, Tower 1",13190,2025-06-26,22616.09
93,Nordic Capital Group 93,2007-11-07,352,RetailFlow Corp 52,Risk profile: Medium,809,Investor J9,"879 Financial Way, Tower 2",13191,2025-09-30,28960.13
65,Prime Brokers Group 65,2001-12-16,397,GreenEnergy Corp 97,Risk profile: High,849,Investor X49,"507 Financial Way, Tower 2",13192,2025-06-05,28235.8
30,Prime Brokers Group 30,2003-05-29,380,HeavyIndustries Corp 80,Risk profile: Medium,880,Investor C80,"257 Financial Way, Tower 2",13193,2025-04-03,36046.97
40,Global Investments Group 40,2006-11-23,378,RetailFlow Corp 78,Risk profile: Low,863,Investor L63,"487 Financial Way, Tower 4",13194,2025-07-19,22252.57
48,Prime Brokers Group 48,2020-02-03,331,RetailFlow Corp 31,Risk profile: Medium,881,Investor D81,"498 Financial Way, Tower 2",13195,2025-09-28,30536.15
33,Wall Street Assets Group 33,2022-06-10,319,TechLogix Corp 19,Risk profile: High,892,Investor O92,"90 Financial Way, Tower 2",13196,2025-10-16,47413.04
22,Nordic Capital Group 22,1991-10-29,334,HeavyIndustries Corp 34,Risk profile: Medium,888,Investor K88,"497 Financial Way, Tower 1",13197,2025-06-15,48693.78
33,Wall Street Assets Group 33,2022-06-10,319,TechLogix Corp 19,Risk profile: High,895,Investor R95,"963 Financial Way, Tower 3",13198,2025-08-25,15593.78
31,Apex Securities Group 31,2010-02-25,312,SoftSystems Corp 12,Risk profile: Medium,866,Investor O66,"796 Financial Way, Tower 1",13199,2025-09-08,43959.44
15,Global Investments Group 15,2021-06-23,389,SoftSystems Corp 89,Risk profile: High,869,Investor R69,"718 Financial Way, Tower 2",13200,2025-01-27,5350.49
82,Wall Street Assets Group 82,2001-06-13,323,SoftSystems Corp 23,Risk profile: Medium,845,Investor T45,"737 Financial Way, Tower 3",13201,2025-10-02,26961.63
41,Wall Street Assets Group 41,1999-01-03,329,HeavyIndustries Corp 29,Risk profile: High,817,Investor R17,"509 Financial Way, Tower 3",13202,2025-03-09,17550.75
73,Apex Securities Group 73,2006-05-24,350,TechLogix Corp 50,Risk profile: High,828,Investor C28,"610 Financial Way, Tower 3",13203,2025-07-04,38761.02
31,Apex Securities Group 31,2010-02-25,312,SoftSystems Corp 12,Risk profile: Medium,848,Investor W48,"369 Financial Way, Tower 1",13204,2025-05-24,34162.56
87,Wall Street Assets Group 87,2021-11-29,371,GreenEnergy Corp 71,Risk profile: High,893,Investor P93,"686 Financial Way, Tower 1",13205,2025-01-23,24189.91
65,Prime Brokers Group 65,2001-12-16,306,TechLogix Corp 6,Risk profile: Medium,899,Investor V99,"227 Financial Way, Tower 3",13206,2025-02-09,31779.61
65,Prime Brokers Group 65,2001-12-16,337,TechLogix Corp 37,Risk profile: High,812,Investor M12,"978 Financial Way, Tower 2",13207,2025-09-09,28376.62
30,Prime Brokers Group 30,2003-05-29,380,HeavyIndustries Corp 80,Risk profile: Medium,850,Investor Y50,"791 Financial Way, Tower 5",13208,2025-04-15,33470.31
2,Prime Brokers Group 2,2013-04-06,356,HeavyIndustries Corp 56,Risk profile: Medium,808,Investor I8,"512 Financial Way, Tower 3",13209,2025-03-27,45651.1
97,Apex Securities Group 97,2013-01-25,347,GreenEnergy Corp 47,Risk profile: High,833,Investor H33,"949 Financial Way, Tower 4",13210,2025-08-15,29101.98
87,Wall Street Assets Group 87,2021-11-29,327,BioGen Corp 27,Risk profile: High,873,Investor V73,"59 Financial Way, Tower 3",13211,2025-04-14,6637.48
99,Prime Brokers Group 99,1998-11-02,395,HeavyIndustries Corp 95,Risk profile: Low,853,Investor B53,"962 Financial Way, Tower 2",13212,2025-09-06,15419.31
12,Prime Brokers Group 12,1998-04-07,365,TechLogix Corp 65,Risk profile: High,856,Investor E56,"818 Financial Way, Tower 4",13213,2025-11-18,36215.51
11,Prime Brokers Group 11,2011-08-27,326,HeavyIndustries Corp 26,Risk profile: High,887,Investor J87,"772 Financial Way, Tower 3",13214,2025-10-31,10304.25
59,Nordic Capital Group 59,2003-06-19,393,BioGen Corp 93,Risk profile: High,860,Investor I60,"833 Financial Way, Tower 4",13215,2025-09-04,45830.74
65,Prime Brokers Group 65,2001-12-16,346,RetailFlow Corp 46,Risk profile: Low,892,Investor O92,"90 Financial Way, Tower 2",13216,2025-08-20,5075.37
17,Wall Street Assets Group 17,1990-07-18,353,TechLogix Corp 53,Risk profile: Low,888,Investor K88,"497 Financial Way, Tower 1",13217,2025-10-14,20516.16
17,Wall Street Assets Group 17,1990-07-18,353,TechLogix Corp 53,Risk profile: Low,867,Investor P67,"737 Financial Way, Tower 3",13218,2025-02-08,32462.64
29,Prime Brokers Group 29,2018-01-22,367,SoftSystems Corp 67,Risk profile: Low,889,Investor L89,"58 Financial Way, Tower 3",13219,2025-03-01,24273.97
20,Apex Securities Group 20,2010-12-24,302,RetailFlow Corp 2,Risk profile: High,884,Investor G84,"148 Financial Way, Tower 5",13220,2025-05-09,36420.53
62,Apex Securities Group 62,2002-09-27,382,RetailFlow Corp 82,Risk profile: High,889,Investor L89,"58 Financial Way, Tower 3",13221,2025-03-09,41621.26
22,Nordic Capital Group 22,1991-10-29,334,HeavyIndustries Corp 34,Risk profile: Medium,852,Investor A52,"525 Financial Way, Tower 1",13222,2025-12-05,19425.48
56,Nordic Capital Group 56,1992-07-12,325,TechLogix Corp 25,Risk profile: Medium,843,Investor R43,"231 Financial Way, Tower 2",13223,2025-01-10,11104.02
88,Wall Street Assets Group 88,2015-02-21,339,HeavyIndustries Corp 39,Risk profile: High,812,Investor M12,"978 Financial Way, Tower 2",13224,2025-12-05,29984.74
19,Global Investments Group 19,2021-03-28,355,BioGen Corp 55,Risk profile: Medium,893,Investor P93,"686 Financial Way, Tower 1",13225,2025-11-16,13811.82
29,Prime Brokers Group 29,2018-01-22,396,TechLogix Corp 96,Risk profile: Medium,836,Investor K36,"263 Financial Way, Tower 3",13226,2025-06-03,21313.65
56,Nordic Capital Group 56,1992-07-12,335,BioGen Corp 35,Risk profile: High,802,Investor C2,"242 Financial Way, Tower 2",13227,2025-09-25,22536.11
29,Prime Brokers Group 29,2018-01-22,367,SoftSystems Corp 67,Risk profile: Low,805,Investor F5,"908 Financial Way, Tower 3",13228,2025-05-29,22037.2
93,Nordic Capital Group 93,2007-11-07,352,RetailFlow Corp 52,Risk profile: Medium,803,Investor D3,"148 Financial Way, Tower 4",13229,2025-12-08,37192.4
41,Wall Street Assets Group 41,1999-01-03,381,SoftSystems Corp 81,Risk profile: Medium,862,Investor K62,"7 Financial Way, Tower 1",13230,2025-01-29,37610.96
24,Nordic Capital Group 24,1999-03-14,305,TechLogix Corp 5,Risk profile: Low,841,Investor P41,"24 Financial Way, Tower 3",13231,2025-03-03,28038.14
2,Prime Brokers Group 2,2013-04-06,356,HeavyIndustries Corp 56,Risk profile: Medium,839,Investor N39,"511 Financial Way, Tower 1",13232,2025-03-25,6773.89
2,Prime Brokers Group 2,2013-04-06,322,SoftSystems Corp 22,Risk profile: Low,857,Investor F57,"793 Financial Way, Tower 3",13233,2025-07-04,49580.35
50,Apex Securities Group 50,2014-10-01,372,HeavyIndustries Corp 72,Risk profile: Medium,818,Investor S18,"28 Financial Way, Tower 5",13234,2025-11-07,15949.05
65,Prime Brokers Group 65,2001-12-16,306,TechLogix Corp 6,Risk profile: Medium,874,Investor W74,"173 Financial Way, Tower 1",13235,2025-05-28,16629.08
70,Apex Securities Group 70,2017-03-01,366,BioGen Corp 66,Risk profile: High,826,Investor A26,"756 Financial Way, Tower 4",13236,2025-08-17,12909.97
48,Prime Brokers Group 48,2020-02-03,331,RetailFlow Corp 31,Risk profile: Medium,834,Investor I34,"270 Financial Way, Tower 5",13237,2025-04-07,32716.7
12,Prime Brokers Group 12,1998-04-07,318,GreenEnergy Corp 18,Risk profile: Low,817,Investor R17,"509 Financial Way, Tower 3",13238,2025-01-25,20327.92
26,Prime Brokers Group 26,2013-08-06,303,GreenEnergy Corp 3,Risk profile: Low,812,Investor M12,"978 Financial Way, Tower 2",13239,2025-04-17,48814.5
65,Prime Brokers Group 65,2001-12-16,337,TechLogix Corp 37,Risk profile: High,886,Investor I86,"513 Financial Way, Tower 1",13240,2025-05-21,36983.46
49,Prime Brokers Group 49,2003-10-05,387,BioGen Corp 87,Risk profile: Medium,812,Investor M12,"978 Financial Way, Tower 2",13241,2025-01-13,39999.36
15,Global Investments Group 15,2021-06-23,389,SoftSystems Corp 89,Risk profile: High,849,Investor X49,"507 Financial Way, Tower 2",13242,2025-02-09,30412.89
65,Prime Brokers Group 65,2001-12-16,397,GreenEnergy Corp 97,Risk profile: High,818,Investor S18,"28 Financial Way, Tower 5",13243,2025-08-14,22610.8
35,Wall Street Assets Group 35,1994-05-22,368,TechLogix Corp 68,Risk profile: Low,885,Investor H85,"847 Financial Way, Tower 2",13244,2025-10-02,40436.62
64,Prime Brokers Group 64,2012-01-07,333,SoftSystems Corp 33,Risk profile: High,855,Investor D55,"647 Financial Way, Tower 4",13245,2025-11-16,4217.27
71,Global Investments Group 71,1996-10-09,391,BioGen Corp 91,Risk profile: Low,880,Investor C80,"257 Financial Way, Tower 2",13246,2025-07-25,37055.76
89,Global Investments Group 89,1992-06-08,400,GreenEnergy Corp 100,Risk profile: Medium,804,Investor E4,"755 Financial Way, Tower 4",13247,2025-12-13,40877.65
93,Nordic Capital Group 93,2007-11-07,385,SoftSystems Corp 85,Risk profile: High,810,Investor K10,"616 Financial Way, Tower 3",13248,2025-02-01,14411.77
71,Global Investments Group 71,1996-10-09,391,BioGen Corp 91,Risk profile: Low,865,Investor N65,"277 Financial Way, Tower 2",13249,2025-02-15,3237.72
62,Apex Securities Group 62,2002-09-27,382,RetailFlow Corp 82,Risk profile: High,806,Investor G6,"798 Financial Way, Tower 1",13250,2025-09-05,4039.05
50,Apex Securities Group 50,2014-10-01,372,HeavyIndustries Corp 72,Risk profile: Medium,871,Investor T71,"907 Financial Way, Tower 3",13251,2025-10-12,38798.6
75,Global Investments Group 75,2021-05-06,354,TechLogix Corp 54,Risk profile: High,877,Investor Z77,"306 Financial Way, Tower 5",13252,2025-12-31,11027.22
65,Prime Brokers Group 65,2001-12-16,306,TechLogix Corp 6,Risk profile: Medium,866,Investor O66,"796 Financial Way, Tower 1",13253,2025-01-26,31632.68
85,Wall Street Assets Group 85,2007-02-16,375,HeavyIndustries Corp 75,Risk profile: Low,859,Investor H59,"337 Financial Way, Tower 2",13254,2025-01-05,9246.38
13,Global Investments Group 13,1999-06-17,349,SoftSystems Corp 49,Risk profile: High,841,Investor P41,"24 Financial Way, Tower 3",13255,2025-12-20,18151.94
40,Global Investments Group 40,2006-11-23,378,RetailFlow Corp 78,Risk profile: Low,887,Investor J87,"772 Financial Way, Tower 3",13256,2025-02-26,37047.07
11,Prime Brokers Group 11,2011-08-27,326,HeavyIndustries Corp 26,Risk profile: High,889,Investor L89,"58 Financial Way, Tower 3",13257,2025-11-28,30918.13
88,Wall Street Assets Group 88,2015-02-21,339,HeavyIndustries Corp 39,Risk profile: High,850,Investor Y50,"791 Financial Way, Tower 5",13258,2025-05-11,7208.53
75,Global Investments Group 75,2021-05-06,354,TechLogix Corp 54,Risk profile: High,869,Investor R69,"718 Financial Way, Tower 2",13259,2025-04-17,9559.74
26,Prime Brokers Group 26,2013-08-06,303,GreenEnergy Corp 3,Risk profile: Low,827,Investor B27,"316 Financial Way, Tower 3",13260,2025-06-18,32536.78
41,Wall Street Assets Group 41,1999-01-03,329,HeavyIndustries Corp 29,Risk profile: High,886,Investor I86,"513 Financial Way, Tower 1",13261,2025-05-13,49245.09
85,Wall Street Assets Group 85,2007-02-16,317,TechLogix Corp 17,Risk profile: High,853,Investor B53,"962 Financial Way, Tower 2",13262,2025-08-15,11107.52
40,Global Investments Group 40,2006-11-23,320,SoftSystems Corp 20,Risk profile: Medium,840,Investor O40,"838 Financial Way, Tower 1",13263,2025-01-08,13253.62
46,Wall Street Assets Group 46,2011-06-11,324,BioGen Corp 24,Risk profile: Low,821,Investor V21,"32 Financial Way, Tower 4",13264,2025-08-10,12492.17
12,Prime Brokers Group 12,1998-04-07,318,GreenEnergy Corp 18,Risk profile: Low,881,Investor D81,"498 Financial Way, Tower 2",13265,2025-09-19,40642.28
40,Global Investments Group 40,2006-11-23,320,SoftSystems Corp 20,Risk profile: Medium,880,Investor C80,"257 Financial Way, Tower 2",13266,2025-01-04,5993.19
